level,grammar,listening,vocab,g_gap,l_gap,v_gap,trend_g,trend_l,trend_v,weak_grammar,weak_listening,weak_vocab,severity
2.0,0.29753104,0.32920662,0.76306313,0.16573589,0.13406031,-0.2997962,0.19808505,-0.054327555,-0.2221133,1,1,0,1
1.0,0.052250367,0.0,0.39451724,0.09667217,0.14892253,-0.24559471,0.04279204,-0.2431883,-0.06413707,1,1,1,2
4.0,0.55759716,0.6490336,0.585555,0.03979809,-0.051638342,0.011840253,-0.04929803,-0.037898876,0.010064284,0,0,0,0
5.0,0.73331255,0.63019836,0.8814498,0.0150077,0.118121885,-0.13312958,-0.0002464308,0.022987021,-0.15125872,0,0,0,1
5.0,1.0,0.8517527,0.9122144,-0.078677624,0.06956967,0.009107953,-0.09083535,-0.06402235,0.033272773,0,0,0,0
2.0,0.37741145,0.28160146,0.30977815,-0.054481104,0.041328896,0.013152207,0.059074886,-0.01448859,-0.24972762,1,1,1,2
2.0,0.4646079,0.24083716,0.5356723,-0.050902095,0.17286862,-0.12196653,-0.37379676,-0.04868208,-0.078488275,1,1,0,2
3.0,0.5210794,0.4466051,0.48389462,-0.037219714,0.037254613,-3.489635e-05,-0.10162891,0.015372715,-0.030800993,1,1,0,1
3.0,0.5613954,0.6626925,0.47430927,0.0047369907,-0.096560106,0.091823116,-0.14606228,0.013282429,-0.025581263,1,0,1,1
6.0,0.99526423,0.9822779,0.92683285,-0.027139226,-0.0141529385,0.041292164,0.067441866,-0.08738913,0.018768797,0,0,0,0
5.0,0.94613546,0.8538648,0.799987,-0.079473004,0.012797622,0.06667538,-0.02597675,-0.15085062,-0.17735782,0,0,0,0
6.0,0.90490925,0.576624,1.0,-0.07773151,0.25055376,-0.17282225,-0.19889273,-0.1494688,0.016605586,0,1,0,0
5.0,0.8050377,0.4419537,0.6403737,-0.17591597,0.18716799,-0.0112520205,-0.041946284,-0.11816256,0.060225043,0,1,0,1
6.0,0.8731585,0.64850885,0.61656433,-0.16041462,0.064235024,0.09617959,-0.031098653,0.066404276,-0.059386715,0,0,0,0
3.0,0.19572274,0.10755392,0.31733322,0.011147222,0.099316046,-0.11046327,0.09090698,0.035392445,-0.060084518,1,1,1,2
1.0,0.718057,0.32364258,0.6355011,-0.1589901,0.23542432,-0.07643422,-0.017562106,-0.078977965,-0.16563609,0,1,0,1
1.0,0.1337463,0.20571786,0.0031329985,-0.019547246,-0.09151881,0.11106606,-0.0697383,-0.07037352,0.036572933,1,1,1,2
3.0,0.6946984,0.54582244,0.7346526,-0.03630728,0.11256872,-0.076261446,-0.035636187,-0.15158518,-0.14063525,0,0,0,1
2.0,0.45043296,0.4638381,0.4295566,-0.002490406,-0.015895542,0.018385947,-0.28402123,-0.15688415,0.07801178,1,1,1,1
2.0,0.30081096,0.2517999,0.2208547,-0.042989116,0.006021962,0.036967155,-0.14063819,0.0052891243,0.18191065,1,1,1,2
6.0,0.8757354,0.88391423,1.0,0.04414779,0.035968997,-0.080116786,-0.22061749,-0.051148806,-0.053992197,0,0,0,0
2.0,0.33844343,0.46255076,0.14306253,-0.023757858,-0.14786518,0.17162304,0.14419685,-0.060635448,-0.1225461,1,1,1,2
6.0,0.83052313,0.79883623,0.9940919,0.043960635,0.07564754,-0.11960817,-0.07172604,0.058518887,-0.018715316,1,0,0,0
5.0,0.8038172,0.7933802,0.85040087,0.0120488675,0.022485895,-0.034534764,0.038410995,0.033026937,0.09933133,1,0,0,0
4.0,0.7707974,0.6789276,0.6607893,-0.06729262,0.024577169,0.042715456,-0.14000219,-0.040191606,-0.10760334,0,1,0,0
4.0,0.65506935,0.7279221,0.5750851,-0.0023771962,-0.075229876,0.07760707,-0.08328617,0.10465269,-0.23812054,0,0,1,1
2.0,0.4010078,0.18346563,0.5377093,-0.026946895,0.19059527,-0.16364837,-0.08844463,-0.0908031,0.083322965,1,1,1,2
4.0,0.6699015,0.55279714,0.47876748,-0.10274612,0.014358249,0.08838788,0.00686073,-0.1203392,-0.024713926,0,1,1,1
2.0,0.49155432,0.44121724,0.7564488,0.07151914,0.12185621,-0.19337535,-0.06796642,-0.15950401,-0.042979598,1,1,0,1
6.0,0.8421338,0.9908626,0.9930238,0.09987292,-0.048855845,-0.051017072,-0.09577238,0.115319006,0.005076318,0,0,0,0
2.0,0.36256692,0.5037754,0.5934344,0.12402534,-0.017183194,-0.106842145,-0.2560059,-0.091437474,-0.108738735,0,1,1,1
2.0,0.37730312,0.28762457,0.5815001,0.038172804,0.12785137,-0.16602418,0.1629204,-0.033560872,-0.042281248,1,1,0,2
4.0,1.0,0.92210454,1.0,-0.025965162,0.051930323,-0.025965162,-0.077791385,0.1811519,0.021749903,1,0,0,0
4.0,0.7668434,0.39735752,0.5857408,-0.18352948,0.18595639,-0.0024268993,-0.07989506,-0.10720071,0.027159693,0,1,0,2
3.0,0.6433768,0.6034848,0.34700668,-0.112087406,-0.072195366,0.18428276,-0.09927936,-0.009025689,-0.02260146,0,0,1,2
4.0,1.0,0.6856455,0.753321,-0.18701115,0.12734333,0.05966783,0.10903596,-0.0017550625,-0.25242996,0,0,0,0
2.0,0.3158729,0.21903327,0.31099892,-0.033904556,0.0629351,-0.02903054,-0.12640947,-0.028798895,-0.06640684,1,1,1,1
4.0,0.78524274,0.9192806,0.57302964,-0.026058406,-0.16009629,0.1861547,-0.085552864,0.081142075,-0.018005809,0,0,0,1
2.0,0.28644422,0.33870465,0.43151176,0.06577599,0.0135155665,-0.07929156,-0.038785174,0.009605401,-0.024691552,1,1,1,2
2.0,0.29573935,0.34422728,0.23620388,-0.0036825123,-0.05217045,0.055852965,0.060817692,-0.014345245,-0.07685432,1,1,1,2
2.0,0.4734802,0.34988958,0.72770935,0.043546174,0.16713679,-0.21068296,-0.05528988,0.13767739,0.17533754,1,1,0,1
2.0,0.34644887,0.50384945,0.101057276,-0.029330343,-0.1867309,0.21606125,-0.05491375,-0.17334291,-0.085616276,1,1,1,2
2.0,0.26162183,0.30728385,0.41899258,0.0676776,0.022015564,-0.08969317,-0.073448226,-0.15241612,0.013807152,1,1,1,2
3.0,0.43164483,0.31464928,0.5315527,-0.0056958944,0.11129963,-0.10560373,-0.09279624,-0.03715151,-0.06912589,0,0,1,1
2.0,0.17166235,0.2836006,0.28308278,0.07445289,-0.037485365,-0.036967527,0.116306,0.024213599,0.0044694953,1,1,1,2
2.0,0.44227025,0.3452657,0.5933057,0.018010302,0.11501486,-0.13302517,-0.13921313,-0.032890357,-0.17946805,1,0,1,1
3.0,0.31460392,0.42985335,0.6257968,0.14214742,0.026898006,-0.16904543,-0.020428827,-0.0939614,0.12857328,1,1,0,2
1.0,0.31576833,0.2422135,0.0,-0.12977439,-0.056219555,0.18599394,-0.11728422,0.08810174,-0.01789093,1,0,1,2
4.0,0.74303323,0.8279765,0.7206198,0.020843294,-0.06410002,0.043256726,0.023540722,0.07105511,-0.071712404,0,0,0,0
6.0,1.0,0.9634235,1.0,-0.012192177,0.024384353,-0.012192177,-0.030809345,-0.06006222,-0.041643005,0,0,0,0
3.0,0.46240512,0.54973024,0.506039,0.043653008,-0.043672096,1.9088791e-05,-0.024787903,0.13714796,-0.0987054,1,1,1,1
6.0,0.92622787,0.9795814,0.6288493,-0.08134167,-0.13469522,0.21603689,-0.017535722,-0.042880032,-0.048880372,0,0,0,0
1.0,0.23737425,0.2471409,0.4752011,0.08253118,0.072764516,-0.15529568,-0.17567636,-0.0635021,-0.040842537,1,1,1,2
1.0,0.29230544,0.19989529,0.32650265,-0.019404309,0.073005825,-0.05360152,-0.064266324,-0.1919231,-0.09536892,1,1,0,2
4.0,0.7305362,0.7119635,0.6809915,-0.022705805,-0.0041331,0.026838904,-0.22358795,0.007781897,0.05717974,0,0,1,1
5.0,0.7867917,1.0,0.96067363,0.1290301,-0.08417823,-0.044851862,-0.009081263,0.18635324,0.21675235,0,0,0,0
5.0,0.7490681,0.7500671,0.79615515,0.016028708,0.015029682,-0.03105839,-0.089363,0.17288128,-0.028827474,0,1,1,0
1.0,0.22701919,0.16157523,0.27127045,-0.007064234,0.05837974,-0.051315505,-0.08455905,-0.07348054,-0.26154944,1,1,1,2
5.0,0.6054442,0.8876347,0.95080626,0.20918421,-0.073006324,-0.13617788,-0.036763486,-0.062281907,-0.043277405,0,0,0,0
3.0,0.54091495,0.3034171,0.3473984,-0.1436715,0.093826406,0.049845085,-0.038065564,-0.03440974,-0.045359224,1,1,1,2
2.0,0.17436837,0.42306253,0.2828242,0.119049996,-0.12964417,0.010594184,-0.2960203,0.11201132,0.03881104,1,1,0,2
2.0,0.22376841,0.18672058,0.31425485,0.017812863,0.0548607,-0.07267357,-0.0942723,-0.01771318,-0.10978993,1,1,0,2
6.0,0.90994126,0.8673382,0.8892919,-0.021084141,0.021518905,-0.00043476504,0.00093654863,0.07780185,-0.07529062,0,0,0,0
1.0,0.0,0.2092207,0.37424007,0.19448692,-0.0147337895,-0.17975314,0.08452245,0.027087552,-0.10697457,1,1,1,2
5.0,1.0,0.71155256,0.5103532,-0.25936475,0.029082667,0.23028207,0.23063412,0.09797532,-0.15108606,0,0,1,1
4.0,0.7280898,0.7676935,0.61089057,-0.025865175,-0.06546888,0.09133405,0.16534199,0.072299525,-0.2019085,0,0,0,1
4.0,0.014596929,0.26156968,0.42015684,0.21751088,-0.029461876,-0.18804902,-0.14304475,-0.09569827,-0.021838425,1,1,1,2
4.0,0.50855124,0.7936397,0.59130377,0.122613676,-0.16247481,0.03986113,0.0053144195,0.0016279455,-0.16936472,1,0,1,1
5.0,0.92178994,1.0,0.9128364,0.02308551,-0.055124566,0.032039054,0.084707856,-0.044773955,-0.034817744,0,0,0,0
2.0,0.28110912,0.37636533,0.4765423,0.09689645,0.0016402641,-0.098536715,0.009015179,0.058984544,0.033814147,1,0,1,1
1.0,0.2444435,0.0,0.05672606,-0.14405365,0.10038985,0.043663796,-0.06780274,0.0019226683,-0.14052458,0,1,1,2
4.0,0.46473148,0.6521978,0.7860092,0.16958134,-0.017884985,-0.15169635,-0.015513309,0.03500273,0.10463477,1,0,0,1
3.0,0.17212677,0.21290173,0.33863932,0.069095835,0.028320877,-0.097416714,-0.013607984,-0.0011403182,-0.10419657,0,1,1,2
1.0,0.0,0.0,0.34799483,0.115998276,0.115998276,-0.23199655,-0.12434065,-0.20193742,-0.18939413,1,1,1,2
2.0,0.4322398,0.18013445,0.34001216,-0.11477768,0.13732769,-0.022550015,-0.021180067,0.013240502,-0.0818186,1,1,1,2
2.0,0.3757392,0.005085738,0.48814878,-0.086081274,0.28457215,-0.19849089,-0.16971289,-0.17170446,0.005219148,1,1,1,2
1.0,0.16779457,0.11387184,0.084597595,-0.045706566,0.008216161,0.037490405,0.17852445,-0.14002298,0.0336291,1,1,1,2
1.0,0.15588363,0.10997184,0.10392654,-0.032622956,0.013288827,0.019334128,-0.095490605,0.06703537,-0.01111121,0,1,1,2
6.0,0.68790597,0.7990826,0.5784247,0.00056511787,-0.11061148,0.110046364,0.029499829,-0.04299913,0.15773265,0,0,0,0
2.0,0.60946584,0.53502953,0.47083825,-0.07102128,0.0034149871,0.06760629,-0.011675437,-0.16451609,-0.0074592223,1,1,1,1
6.0,0.7969794,0.84194374,0.8883118,0.04543223,0.00046792504,-0.045900155,-0.014760024,-0.06929704,-0.057493888,1,0,0,0
6.0,0.8641724,0.77701133,1.0,0.016222188,0.103383236,-0.11960542,0.04922343,0.06369918,-0.0064516594,0,0,1,0
1.0,0.18610446,0.085541986,0.13375852,-0.050969474,0.049593,0.0013764731,0.056112837,-0.09721378,-0.17627633,1,1,1,2
4.0,0.6779578,0.44471672,0.88045174,-0.010249042,0.22299203,-0.21274298,-0.022399588,0.08737262,0.072054625,0,1,1,1
4.0,0.6550645,0.64975935,0.6103427,-0.01667568,-0.011370473,0.028046153,0.05334515,0.072648466,-0.15316992,0,0,0,1
4.0,0.59204334,0.470568,0.42107496,-0.09748124,0.023994092,0.07348715,0.016819768,0.06926985,-0.12484339,0,1,0,1
1.0,0.08237952,0.0,0.035052758,-0.04323543,0.03914409,0.0040913355,-0.18663116,0.020082444,-0.057058245,1,1,1,2
2.0,0.35393623,0.29081678,0.2527822,-0.054757815,0.008361609,0.046396207,-0.03748435,-0.16888845,-0.13267544,1,1,1,2
1.0,0.24891146,0.06794474,0.3336245,-0.032084547,0.14888217,-0.11679762,-0.06957106,-0.06900712,0.0039126044,1,1,1,2
4.0,0.88799363,0.7325766,0.68407285,-0.11977924,0.035637736,0.0841415,0.047992684,0.023914075,0.015439177,0,1,0,1
6.0,0.9472659,0.9457553,0.80713236,-0.047214694,-0.045704123,0.09291881,0.062052354,-0.08712926,0.06313493,0,0,0,0
4.0,0.783579,0.6732096,0.77288264,-0.040355243,0.070014164,-0.029658923,-0.0065673757,0.033030417,0.04828398,0,0,0,2
4.0,0.40963447,0.67425257,0.74930084,0.20142816,-0.063189946,-0.13823822,0.010117704,0.08606907,0.008837909,0,0,0,1
6.0,0.8978419,1.0,0.921619,0.04197844,-0.060179714,0.018201273,0.008625535,-0.11260556,-0.020645486,0,0,1,0
4.0,0.7027229,0.9198839,0.45745686,-0.009368374,-0.22652933,0.2358977,-0.08373599,-0.19311276,0.047485724,0,0,0,1
1.0,0.2178742,0.17437683,0.080524005,-0.060282517,-0.016785158,0.07706767,0.07759004,-0.033020373,-0.04593817,1,1,1,2
5.0,0.72862107,0.31436616,0.6948919,-0.14932802,0.26492688,-0.11559886,0.0407819,0.22173445,0.11759596,0,1,0,1
3.0,0.4382676,0.6749059,0.68585855,0.16140975,-0.07522853,-0.08618122,0.16393101,-0.025064483,0.07334904,0,0,0,1
1.0,0.013920138,0.28079286,0.2171591,0.15670389,-0.11016882,-0.04653507,-0.072494894,-0.16236019,-0.067495465,1,1,0,2
3.0,0.49900326,0.7444146,0.30978552,0.0187312,-0.22668016,0.20794895,-0.09004931,0.039181378,0.08445512,1,0,1,1
6.0,0.7466003,0.90081525,1.0,0.13587154,-0.01834339,-0.117528155,-0.22335213,0.032942336,0.15010515,0,0,0,0
2.0,0.38043687,0.15096116,0.13859603,-0.15710552,0.072370194,0.084735334,0.19708614,0.019195013,0.1716296,1,1,1,2
3.0,0.27501372,0.19971336,0.41407555,0.021253828,0.09655418,-0.117808014,0.013576172,0.18394095,0.08412475,1,0,1,2
2.0,0.35811484,0.510181,0.0,-0.0686829,-0.22074905,0.28943196,0.03854155,-0.14526713,-0.15349884,1,1,1,2
1.0,0.31929162,0.21132402,0.32939857,-0.032620225,0.07534739,-0.04272716,0.13124922,0.031702355,-0.13403003,0,1,1,2
1.0,0.041011833,0.41344517,0.28506142,0.20549431,-0.16693904,-0.03855527,-0.03566681,-0.040571664,-0.14382249,0,1,1,2
4.0,0.80453163,0.8597406,0.7660139,0.0055637634,-0.049645223,0.04408146,-0.094315514,0.029660035,0.08400238,0,0,0,1
5.0,0.9501877,0.8428563,1.0,-0.019173022,0.08815838,-0.06898536,0.088907726,-0.07133292,0.2540129,0,0,0,0
1.0,0.044762377,0.0049905675,0.4035234,0.10632974,0.14610155,-0.25243127,-0.071449205,-0.18706304,0.007218342,1,1,1,2
2.0,0.17538652,0.21799102,0.14634892,0.0045223054,-0.0380822,0.033559896,-0.22387552,0.12915306,-0.04107855,1,1,1,2
2.0,0.22709264,0.26597053,0.21114352,0.007642925,-0.031234965,0.02359204,0.1145524,0.14339644,0.0156619,1,1,1,2
1.0,0.15725264,0.19428954,0.0,-0.040071916,-0.07710881,0.11718073,-0.15372872,0.15391487,0.006883964,1,1,1,2
4.0,0.5400922,0.75141007,0.79698867,0.15607147,-0.055246457,-0.10082502,-0.098654784,-0.08538214,0.118259855,0,1,0,1
4.0,0.80572855,0.5293877,0.83611965,-0.08198324,0.19435759,-0.11237435,0.06848462,-0.039999027,-0.06692967,0,1,0,1
4.0,0.8424105,0.25693336,0.6582756,-0.25653738,0.3289398,-0.072402425,-0.21442683,0.089428134,0.029382978,0,1,0,1
3.0,0.49556115,0.4832687,0.5519639,0.014703436,0.026995894,-0.04169933,-0.01507477,-0.0411642,0.05830733,1,1,1,1
4.0,0.56484807,0.79256123,0.91195476,0.19160666,-0.036106557,-0.1555001,0.0064366586,-0.080772854,0.012238585,0,0,0,0
1.0,0.06792281,0.08783874,0.22297311,0.058322072,0.038406145,-0.09672822,0.05786698,4.932516e-06,-0.19395508,1,1,1,2
2.0,0.5397989,0.0,0.361584,-0.23933794,0.30046096,-0.06112303,0.036991134,-0.17055416,-0.22314407,0,1,1,2
6.0,0.66080105,0.8474726,1.0,0.17529017,-0.0113813775,-0.1639088,0.06124089,-0.19023606,-0.13802458,0,0,0,0
5.0,0.7390305,0.5066934,0.6329554,-0.112804055,0.119533025,-0.006728964,0.07011552,0.20638828,0.095132075,0,0,0,1
6.0,1.0,0.80252707,1.0,-0.0658243,0.1316486,-0.0658243,0.14493197,-0.041067705,0.15741767,0,1,0,0
6.0,1.0,0.9250395,0.9804222,-0.03151276,0.043447696,-0.011934936,-0.047860604,0.07718862,-0.11002258,0,0,0,0
4.0,0.7736688,0.6948404,0.79503304,-0.019154776,0.059673723,-0.040518947,-0.12205856,-0.03542814,0.07186022,1,0,0,1
6.0,0.698441,0.6456725,0.72310716,-0.009367471,0.043401062,-0.03403359,-0.1054937,0.005889418,-0.21885338,0,0,0,1
3.0,0.04399666,0.40261397,0.32800066,0.21420711,-0.14441021,-0.069796905,0.015341183,-0.021887423,-0.09028697,1,1,1,2
1.0,0.30744842,0.20975725,0.4584934,0.017784597,0.11547578,-0.13326038,-0.06715258,-0.18715572,0.008176149,1,1,1,2
1.0,0.19002514,0.14940698,0.2730244,0.01412704,0.054745182,-0.06887222,-0.100604035,-0.10351102,0.04462175,1,1,1,2
1.0,0.4223421,0.22987336,0.083298594,-0.17717075,0.015297995,0.16187276,0.07460609,0.032958373,-0.11306799,1,1,1,2
1.0,0.12680522,0.101356305,0.02779095,-0.041487727,-0.016038813,0.05752654,0.00975126,-0.0094205635,-0.058379956,1,1,1,2
3.0,0.37984136,0.5348772,0.5465919,0.10726212,-0.04777371,-0.059488412,0.12290525,-0.030936338,-0.02720468,1,1,0,1
4.0,0.7067796,0.65635246,0.88353074,0.042107984,0.09253513,-0.13464312,0.01472418,-0.22217447,-0.1441449,0,0,0,1
5.0,0.87181306,0.8489416,0.9343281,0.013214537,0.036085963,-0.049300503,0.043735217,0.043820318,0.09684867,0,0,0,0
4.0,0.39235538,0.50562143,0.79245806,0.17112291,0.057856854,-0.22897977,-0.065085135,-0.0743862,0.010192836,1,1,0,1
1.0,0.09994127,0.08063847,0.068741575,-0.016834168,0.0024686363,0.014365532,-0.26071146,-0.11144125,-0.1270968,1,1,1,2
4.0,0.7879327,0.6829838,0.8992956,0.0021380442,0.10708688,-0.10922492,-0.06574301,-0.09734431,-0.018231304,0,0,0,0
3.0,0.47084907,0.29644734,0.6028605,-0.014130097,0.16027164,-0.14614154,-0.102423996,-0.027755123,0.08404,1,1,1,2
1.0,0.16789892,0.103730746,0.21986598,-0.0040670373,0.060101133,-0.056034096,-0.17577095,-0.054679837,-0.12324528,1,1,1,2
2.0,0.58453697,0.2611214,0.5089654,-0.13299572,0.19041984,-0.057424113,-0.011411566,-0.07714911,-0.14104523,1,1,1,2
2.0,0.24424754,0.40635845,0.40060604,0.10615646,-0.05595445,-0.050202016,0.059763543,0.10023607,-0.13628113,1,1,1,1
2.0,0.09600853,0.25433317,0.16069022,0.07433543,-0.083989196,0.009653756,-0.09040584,-0.034335088,0.2007991,1,1,1,2
5.0,0.7472953,0.9011433,0.74939907,0.051983897,-0.10186409,0.049880195,0.033824027,-0.14586337,0.07596056,0,0,0,0
5.0,1.0,0.9882526,1.0,-0.003915813,0.007831626,-0.003915813,-0.058000356,-0.069772996,-0.09793963,0,0,0,0
4.0,0.6911242,0.7476149,0.68922794,0.018198144,-0.03829256,0.020094417,-0.031993266,0.005614797,-0.009591504,0,0,0,1
1.0,0.395672,0.16784441,0.062213987,-0.1870952,0.040732387,0.14636281,-0.09136546,0.024861127,-0.022368059,1,1,1,2
5.0,0.8291902,0.8905217,1.0,0.07738044,0.016048916,-0.09342936,0.017100923,-0.09926432,0.0057554254,1,0,0,0
4.0,0.5445947,0.69960105,0.5889541,0.06645526,-0.08855108,0.022095826,0.033631034,-0.10656228,-0.08129029,1,0,1,1
2.0,0.367383,0.0,0.35838085,-0.12546173,0.24192129,-0.11645956,0.13506925,0.0057730325,-0.16995129,1,1,1,2
4.0,0.6862654,0.6965538,0.5546075,-0.040456492,-0.050744906,0.0912014,-0.07166375,-0.003847135,-0.0918509,0,0,0,1
3.0,0.41902572,0.35266408,0.45991457,-0.008490916,0.057870697,-0.04937978,-0.048580963,0.0021912472,-0.08336267,1,1,1,1
3.0,0.70167184,0.51466525,0.6195049,-0.089724526,0.0972821,-0.0075575737,0.09535465,-0.08871009,0.060575623,0,0,0,1
1.0,0.42983314,0.0,0.4156699,-0.1479988,0.28183433,-0.13383555,-0.06505426,0.036826197,-0.01712674,1,1,1,2
3.0,0.379188,0.701002,0.43590856,0.12617818,-0.19563581,0.069457635,0.01862026,0.06164582,0.03439534,1,0,0,1
1.0,0.48165676,0.17956264,0.56066394,-0.07436231,0.22773181,-0.15336949,-0.082890935,0.020491436,-0.13767086,1,1,1,2
2.0,0.42219064,0.3808545,0.47183484,0.0027693438,0.044105504,-0.046874847,0.015777308,-0.0791201,-0.053638116,1,1,0,1
1.0,0.18882553,0.0,0.3280758,-0.016525088,0.17230044,-0.15577535,0.01969999,-0.09369581,0.07201543,1,1,1,2
6.0,0.80327797,0.9441425,1.0,0.11252886,-0.028335685,-0.08419317,0.1243232,-0.018490542,-0.1274769,0,0,0,0
2.0,0.4226995,0.40257868,0.41221163,-0.010202903,0.009917926,0.0002849775,-0.10564672,-0.20623331,0.1443648,1,1,1,1
3.0,0.54001725,0.45018354,0.2504618,-0.12646304,-0.036629356,0.16309239,0.026052793,-0.068082236,-0.022195652,1,1,1,1
2.0,0.5922675,0.51734215,0.6591189,-0.002691315,0.07223402,-0.0695427,-0.038958017,0.05799548,0.05081077,1,1,0,1
5.0,0.78197,0.6498397,0.82633257,-0.029255942,0.10287441,-0.073618464,-0.17655157,-0.094937086,-0.20041639,0,0,0,0
4.0,0.823134,0.47668797,0.6744713,-0.16503622,0.18140979,-0.016373567,-0.07446658,0.15796474,0.055887,0,0,0,1
6.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.074843384,-0.13057104,-0.086910464,1,1,0,0
2.0,0.26433152,0.22210115,0.3846651,0.026034404,0.06826477,-0.094299175,0.0047358465,-0.13355117,-0.024269989,1,1,1,2
1.0,0.267452,0.0,0.0053575197,-0.1765155,0.09093651,0.08557899,-0.12869173,-0.120047145,-0.16104601,1,1,1,2
4.0,0.37601736,0.3726605,0.61961037,0.080078706,0.0834356,-0.16351432,-0.017510092,0.020269308,0.07818222,1,1,0,1
2.0,0.35836712,0.5104517,0.14785577,-0.019475589,-0.17156017,0.19103575,-0.032563303,-0.06653551,-0.14740933,1,1,1,2
5.0,0.8254612,1.0,0.9044595,0.08451235,-0.090026446,0.0055140974,0.057187535,-0.1268394,0.035655007,0,0,0,0
5.0,0.87211263,0.95894086,0.58361137,-0.06722436,-0.15405254,0.22127691,-0.05578557,0.04867527,0.013869638,0,0,1,1
3.0,0.65315247,0.61736554,0.42868462,-0.0867516,-0.05096465,0.13771625,-0.17105508,0.005566347,0.00045384298,1,0,1,1
6.0,0.962077,1.0,0.9376598,0.0045019113,-0.033421054,0.028919144,0.09263079,-0.079673,-0.017930353,0,0,0,0
4.0,0.722201,0.7056685,0.6162763,-0.040819034,-0.024286589,0.065105624,-0.07259185,0.16131799,0.03700188,0,0,0,1
2.0,0.20997532,0.44608134,0.5785988,0.2015765,-0.03452952,-0.16704698,0.07063769,0.035446536,-0.030638633,1,1,1,2
3.0,0.5302345,0.36010814,0.60144705,-0.03297126,0.13715507,-0.104183815,-0.024000013,0.024613285,-0.043678172,0,0,0,1
1.0,0.21745041,0.53440017,0.34133378,0.14694437,-0.17000538,0.023061011,-0.027701749,-0.09221905,0.04406919,1,1,1,2
5.0,0.80258703,0.8192586,0.99340093,0.069161825,0.052490246,-0.121652074,0.04410318,-0.1147863,0.20524126,1,0,0,0
1.0,0.007807474,0.24478085,0.0,0.076388635,-0.16058475,0.08419611,0.014380247,0.099116825,-0.052769527,1,1,1,2
2.0,0.18331869,0.0817674,0.39977816,0.03830272,0.13985401,-0.17815673,-0.05041405,-0.13717467,-0.164523,1,1,1,2
4.0,0.63755023,0.881694,0.73673433,0.11444261,-0.12970115,0.0152585525,-0.060759373,0.045586932,-0.042649366,0,0,0,0
1.0,0.038848266,0.29481474,0.008636253,0.07525149,-0.180715,0.105463505,-0.04701365,0.049735654,0.013857519,0,1,1,2
1.0,0.03804497,0.12904084,0.13880716,0.06391936,-0.027076516,-0.036842838,-0.22642401,-0.18773045,-0.07564565,1,1,1,2
4.0,0.6261307,0.6437227,0.91476166,0.102074355,0.0844823,-0.18655665,0.079140805,-0.04136134,-0.15308943,0,0,0,1
1.0,0.32521522,0.0,0.046495903,-0.20131151,0.123903714,0.07740781,-0.120805815,-0.14633688,-0.024496865,1,1,1,2
3.0,0.5719473,0.3016945,0.50495225,-0.112415925,0.15783684,-0.04542091,-0.075572684,0.0061915712,-0.039978836,1,1,1,1
2.0,0.43938476,0.4983914,0.409036,0.009552619,-0.049454004,0.039901383,-0.07584022,-0.10818532,-0.09108972,1,1,1,2
2.0,0.47298625,0.013227343,0.002509676,-0.3100785,0.1496804,0.16039808,0.011219169,-0.13761966,-0.015066631,0,1,1,2
2.0,0.59034705,0.38754702,0.30880216,-0.16144831,0.041351724,0.120096594,-0.029043274,-0.16234252,0.05742039,0,1,1,1
5.0,0.6094778,0.6050833,0.63210917,0.006078922,0.010473477,-0.016552398,0.05016375,-0.023529412,-0.057569336,0,0,0,0
6.0,1.0,0.92070997,0.9535976,-0.041897476,0.03739258,0.004504898,0.051105097,-0.17261884,0.07971954,0,0,0,0
1.0,0.42350304,0.0894975,0.38552982,-0.12399293,0.21001263,-0.086019695,-0.11615033,0.10355477,-0.032098845,1,0,1,2
6.0,1.0,1.0,0.86181235,-0.046062555,-0.046062555,0.09212511,-0.08103382,-0.023515316,-0.10638058,0,0,0,0
4.0,0.9068203,0.807639,0.7054721,-0.10017652,-0.0009951837,0.1011717,-0.037126265,0.07245576,-0.20659395,0,0,0,0
4.0,0.8336429,0.572746,0.38649336,-0.2360155,0.024881447,0.21113405,0.05680548,-0.030799871,-0.005839197,0,0,1,1
4.0,0.50525457,0.46382126,0.5528736,0.0020619272,0.04349521,-0.045557138,0.0315291,0.00879519,-0.03207164,0,0,1,1
4.0,0.7743711,0.57243395,0.70845777,-0.08928346,0.112653635,-0.023370177,0.05234612,-0.1585345,-0.085272916,0,1,0,1
5.0,0.78352225,0.94692606,0.88654715,0.08880954,-0.07459423,-0.014215314,-0.034953356,0.050576676,-0.06766341,0,1,0,0
3.0,0.19943635,0.5946101,0.64408535,0.2799409,-0.11523282,-0.1647081,0.06352667,-0.14447294,-0.13486467,1,0,0,2
3.0,0.32334125,0.66025054,0.7234593,0.24567579,-0.09123349,-0.1544423,0.005120871,0.11744425,0.012783628,0,0,0,1
2.0,0.26345327,0.17481902,0.29711795,-0.018323196,0.07031106,-0.051987868,-0.09470034,-0.10395067,-0.14143062,1,1,1,2
1.0,0.072330914,0.31227103,0.12877616,0.09879512,-0.14114499,0.042349868,-0.07193673,0.032407902,-0.07006261,1,1,1,2
4.0,0.6305157,0.5923883,0.81559646,0.048984457,0.08711185,-0.13609631,0.0652164,-0.1439686,-0.059227914,0,0,0,0
1.0,0.18002388,0.0,0.11603309,-0.08133822,0.09868566,-0.017347435,0.10320695,0.020631934,-0.1960497,0,1,1,2
