macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
ef53415b-d8d4-438c-bee7-a9b302b5d3f4,5,VOCAB,2,"Because non-renewable resources are being consumed at a rapid rate, human beings are likely to face fossil fuel ___________.",disappearance,degradation,depletion,destruction,C,"A. disappearance (n): sự biến mất | C. depletion /dɪˈpliːʃn/ (n): sự cạn kiệt. Tạm dịch: Vì nguồn tài nguyên không thể tái tạo đang bị sử dụng với tốc độ tăng nhanh, con người có khả năng phải đối mặt với sự cạn kiệt nhiên liệu hóa thạch."
02041c5e-a812-44e6-b039-10a2f337db4b,28,VOCAB,2,"Because of lack of financial support, we managed to organize this festival _____",at stake,on a shoestring,in a nutshell,under siege,B,"A. at stake: bị đe dọa | B. on a shoestring: dùng rất ít tiền | C. in a nutshell: một cách tóm tắt, tóm gọn lại | D. under siege: dưới sự bao vây, vây hãm, tấn công, công kích. Tạm dịch: Vì thiếu sự hỗ trợ tài chính, chúng tôi đã tổ chức lễ hội này với chi phí rất ít."
b7565b25-d059-4b6e-8e64-0a9574c90e48,7,VOCAB,2,"Because of people's _________ with the environment, many kinds of plants and animals are becoming rare.",supply,survival,influence,interference,D,"A. supply /sə'plaɪ/ (n): nguồn cung cấp | B. survival /sə'vaɪvəl/ (n): sự tồn tại | C. influence /'ɪnfluəns/ (n): ảnh hưởng | D. interference /ˌɪntə'fɪərəns/ (n): sự can thiệp. Tạm dịch: Bởi vì sự can thiệp của con người vào môi trường, nhiều loài động thực vật đang ngày càng trở nên quý hiếm hơn."
eda2a9e0-1820-421a-ae05-4a41e3b5ba9f,11,GRAMMAR,2,"Because of the severity of the accident, the patient required _________.",hospitalization,hospitality,hospital,hospitalize,A,"A. hospitalization /hɒspɪtəlaɪ'zeɪʃən/ (n): sự đưa vào bệnh viện | B. hospitality /,hɒspɪ'tæləti/ (n): lòng hiếu khách | C. hospital /'hɒspɪtəl/ (n): bệnh viện | D. hospitalize /'hɒspɪtəlaɪz/ (v): đưa vào bệnh viện. Sau động từ “required” ta cần một danh từ loại đáp án D. Tạm dịch: Bởi vì tính nghiệm trọng của vụ tai nạn, cần đưa nạn nhân vào bệnh viện."
e0c892d9-54a2-4da9-93c4-6e7bdca6e946,29,GRAMMAR,2,"Before Gagarin’s _____ flight, there were still enormous uncertainties.",historical,historic,history,historian,B,A. historical /hɪˈstɒrɪkəl/ (a): có liên quan đến lịch sử | B. historic /hɪˈstɒrɪk/ (a): thuộc về lịch sử Giaoandethitienganh.info | C. history /ˈhɪstri/ (n): lịch sử | D. historian /hɪˈstɔːriən/ (n): nhà sử gia. Tạm dịch: Trước chuyển bay lịch sử của Gagarin đã có vô số điều không chắc chắn.
df6e869d-ea42-42e1-9bce-7e969969937d,23,VOCAB,2,"Before the invention of the Internet, people couldn’t of _____ such universal access to information. The main way to update it at that time was to read newspaper.",approach,conceive,reminisce,contemplate,B,"A. approach /əˈprəʊtʃ/ (v): tiếp cận | B. conceive /kənˈsiːv/ (v): nghĩ ra, tưởng tượng ra | C. reminisce /ˌremɪˈnɪs/ (v): hồi tưởng | D. contemplate /ˈkɒntəmpleɪt/ (v): suy ngẫm. Tạm dịch: Trước khi phát minh ra Internet con người không thể nghĩ ra cách tiếp cận thông tin phổ biến như vậy. Con đường chính để cập nhật thông tin vào thời điểm đó là đọc báo."
2ab866e6-e0d2-441f-b29a-04e3f3380a25,13,GRAMMAR,2,"Being friends means making ___________ for the other person’s faults, being tolerant to each other moods.",allowance,believe,use,fun,A,"A. allowance /ə'laʊəns/ (n): trợ cấp. Cấu trúc: make allowance for: chiếu cố cho, khoan dung cho. Tạm dịch: Trở thành bạn bè đồng nghĩa với việc chiếu cố cho lỗi lầm của người khác, khoan dung với tâm trạng của nhau."
c8007f86-c985-464a-a668-c9bf5533f898,9,GRAMMAR,2,___________ believe that some of the happiest people in the world are those who help to bring happiness to others.,Voluntary,Voluntarily,Volunteer,Volunteers,D,D. Volunteers (n-số nhiều). Căn cứ vào động từ 'believe' ở dạng số nhiều nên cần danh từ số nhiều làm chủ ngữ. Tạm dịch: Các tình nguyện viên cho rằng giúp đỡ người khác đem lại niềm vui.
172388ed-911d-4a66-a7fe-e1e8fca21540,3,VOCAB,2,"Believing that the standard of living in urban areas will be higher than in rural areas, many people come to the city seeking their ___________.",luck,opportunity,fortune,promotion,C,"A. luck (n): may mắn | B. opportunity (n): cơ hội | C. fortune /ˈfɔːtʃuːn/(n): vận may | D. promotion (n): sự khuyến khích. Tạm dịch: Tin tưởng rằng mức sống ở thành thị sẽ cao hơn ở nông thôn, nhiều người đi ra thành thị tìm kiếm vận may cho mình."
2979d0cf-e539-42c4-be19-4d4dcf46651f,12,VOCAB,2,"Belonging to a family is one bond almost everyone in the world shares, but family ___________ vary from country to country.",manners,styles,patterns,ways,C,"A. manner (n): cách cư xử | B. style (n): phong cách | C. pattern /'pætən/ (n): mẫu, khuôn mẫu | D. way (n): cách. Tạm dịch: Gia đình là mối quan hệ mà hầu hết mọi người trên thế giới này đều có, nhưng mô hình gia đình thì thay đổi từ nước này sang nước khác."
93300948-b791-4d4d-bac7-eeb9c7bb822e,16,VOCAB,2,"Between 1950 and 1980 the world population increased from 2.5 to over 4 billion, and by the end of the twentieth century the _____ had risen to about 6.6 billion.",number,figure,finger,quantity,B,"A. number /'nʌmbər/ (n): chữ số, số đếm | B. figure /ˈfɪgər/ (n): con số | C. finger /ˈfɪŋgər/ (n): ngón tay | D. quantity /'kwɒntəti/ (n): số lượng. Tạm dịch: Giữa năm 1950 và 1980 dân số thế giới đã tăng từ 2,5 lên 4 tỷ dân,và cuối thế kỷ 20 con số này đã lên tới 6,6tỷ."
c50676e1-8e79-41ba-9939-f17007db2e02,11,GRAMMAR,2,Bill Gates has made large donations to numerous _________ organizations.,charitable,charitably,charity,charities,A,B. charitable /'tʃærətəbəl/ (a): từ thiện | B. charitably /'tʃærətəbli/ (adv): nhân từ | C. charity /'tʃærəti/ (n): hội từ thiện | D. charities (n): số nhiều của charity. Cần tính từ đứng trước danh từ organizations. Tạm dịch: Bill Gates đã dành một khoản tiền lớn cho nhiều tổ chức từ thiện.
6651777f-c628-48e7-8196-a16975f5806b,21,GRAMMAR,2,"Bitcoin Investors are _____ on the hope that as this high-tech money becomes more widely accepted, its value will soar.",relying,entrusting,depending,gambling,D,"A. relying /rɪˈlaɪɪŋ/: tin cậy, dựa vào, nhờ vào | B. entrusting /ɪnˈtrʌstɪŋ/: giao phó trách nhiệm | C. depending /dɪˈpendɪŋ/: phụ thuộc | D. gambling /ˈɡæmblɪŋ/: cá độ, đánh bạc. Cấu trúc: gamble on st: mạo hiểm may rủi. Tạm dịch: Các nhà đầu tư Bitcoin đang mạo hiểm với hy vọng rằng khi tiền công nghệ cao này trở nên được chấp nhận rộng rãi hơn, giá trị của nó sẽ tăng vọt."
175e56e3-21ba-45b8-80b8-741050f0930b,9,VOCAB,2,Both community ___________ and volunteerism are an investment in our community and the people who live in it.,life,language,performance,service,D,D. service /ˈsɜːvɪs/ (n): dịch vụ. Community service: dịch vụ cộng đồng. Tạm dịch: Cả dịch vụ cộng đồng và phong trào tình nguyện đều là sự đầu tư cho cộng đồng.
b275d4f5-54be-4e5c-b5eb-aeb6c7a33ae1,27,GRAMMAR,2,Brainstorming is a useful tool for students to develop _____ solution to an issue.,creating,creative,creativity,creation,B,A. creating /kriˈeɪt/ (v-ing): sáng tạo | B. creative /kriˈeɪtɪv/ (a): sáng tạo | C. creativity /ˌkriːeɪˈtɪvəti/ (n): óc sáng tạo | D. creation /kriˈeɪʃn/ (n): sự tạo ra. Tạm dịch: Phương pháp vận dụng trí tuệ tập thể để giải quyết một vấn đề phức tạp là một công cụ hữu ích cho học sinh để đưa ra những giải pháp sáng tạo cho một vấn đề.
c2bdc8e6-de26-459d-8680-131057bbdff2,19,VOCAB,2,"Buckingham Palace, Windsor Castle and the Palace of Holyrood house are the official _____ of the Sovereign and as such, serve as both home and office for the Queen.",venues,residences,situations,occupation,B,"A. venue /'venju:z/ (n): nơi gặp gỡ | B. residence /'rezɪdəns/ (n): nơi cư trú | C. situation /sɪtʃuˈeɪʃn/ (n): tình huống | D. occupation /ɒkjuˈpeɪʃn/ (n): nghề nghiệp. Tạm dịch: Cung điện Buckingham, lâu đài Windsor và cung điện của nhà Holyrood là nơi cư ngụ chính thức của đấng tối cao và nó đóng vai trò như là nhà lẫn văn phòng cho nữ hoàng."
a499f189-2c84-469c-9948-b7f2af9c41af,4,VOCAB,2,"By 2050, ___________ temperatures could lead to the extinction of a million species.",rising,raising,arising,plummeting,A,"A. rise /raɪz/ (v): gia tăng (số hoặc lượng) | B. raise /reɪz/ (v): nâng cái gì lên vị trí cao hơn; gia tăng | C. arise /əˈraɪz/ (v): xuất hiện, nảy sinh | D. plummet /ˈplʌmɪt/ (v): rơi thẳng xuống, rơi nhanh, tụt mạnh. Tạm dịch: Vào năm 2050, việc tăng nhiệt độ có thể dẫn đến sự tuyệt chủng của hàng triệu loài động vật."
7ca0d26f-20bf-484d-946d-a8da3befbec1,18,GRAMMAR,2,"By the late 1980s, the term AI was being avoided by many researchers, who opted instead _____ themselves with specific sub-disciplines such as neural networks, agent technology, case-based reasoning.",aligning,to align,to aligning,align,B,"Align /ə'laɪn/ (v): căn chỉnh, sắp xếp cho thẳng hàng. Cấu trúc: opt to do st: chọn, quyết định làm gì. Tạm dịch: Vào cuối những năm 1980, thuật ngữ AI đã bị nhiều nhà nghiên cứu tránh né, thay vào đó họ chọn cách sắp xếp các phân ngành cụ thể như mạng lưới thần kinh, công nghệ tác nhân, lý luận dựa trên trường hợp."
eb9c8529-d3a8-41c6-a173-eca7aca48438,30,GRAMMAR,2,Camouflage is a way of hiding that allows an animal to blend in with its environment or otherwise go _____ by predators.,noticeably,noticed,unnoticed,unnoticeable,C,"A. noticeably /ˈnəʊtɪsəbli/ (adv): đáng lưu ý, lưu tâm | B. noticed /ˈnəʊtɪs/ (v-ed): chú ý | C. unnoticed /ˌʌnˈnəʊtɪst/ (a): bị bỏ qua, không quan sát, không chú ý | D. unnoticeable /ˌʌnˈnəʊtɪsəbl/ (a): không đáng nói, không thể nhận thấy. Tạm dịch: Ngụy trang là một cách để che giấu cho phép một con vật hòa lẫn với môi trường xung quanh hoặc nếu không thì sẽ bị bỏ qua bởi những kẻ săn mồi."
d5dbd6d3-ddc6-460d-9d2c-a5a53df5a4b4,21,VOCAB,2,"Cancers and AIDS, which are _____ now, will be cured successfully.",treat,untreatable,treatment,treatable,B,"A. treat /tri:t/ (v): đối xử, điều trị, bàn về | B. untreatable / ʌn 'tri:təbəl/ (a): không thể chữa được | C. treatment /'tri:tmənt/ (n): sự đối xử, điều trị | D. treatable /'tri:təbəl/ (a): có thể thương lượng, điều trị. Tạm dịch: Ung thư và AIDS, hiện không thể điều trị được, sẽ được chữa khỏi thành công."
915e3b37-8a6c-4e95-b243-595c15e57893,20,VOCAB,2,"_____ candidates seem to make a deep impression on the recruiter and therefore, stand a good chance of succeeding in a job interview.",self-conscious,self-confident,self-centered,self-evident,B,"A. self-conscious: tự ý thức | B. self-confident: tự tin | C. self-centered: tự cho mình là trung tâm | D. self-evident: hiển nhiên, tự bản thân mình rõ ràng. Tạm dịch: Các ứng viên tự tin dường như tạo ấn tượng sâu sắc với nhà tuyển dụng và do đó, có cơ hội thành công trong một cuộc phỏng vấn xin việc."
cef165cd-7d7b-4dff-a5d3-bd4cf0d66297,28,VOCAB,2,"Celebrating new traditions keeps us adapted, which is especially important when we go through some phases of culture _____ that may affect many of us in the first months after moving overseas.",context,shock,preparation,exchange,B,"A. context /ˈkɒntekst/ (n): văn cảnh, ngữ cảnh | B. shock /ʃɒk/ (n): sự va chạm, cú sốc | C. preparation /ˌprepəˈreɪʃn/ (n): sự chuẩn bị | D. exchange /ɪksˈtʃeɪndʒ/ (n): sự trao đổi. Cụm từ cố định: culture shock: sốc văn hóa. Tạm dịch: Tổ chức truyền thống mới giúp chúng ta cập nhật thông tin mới, điều này đặc biệt quan trọng khi chúng ta trải qua một số giai đoạn sốc văn hóa có thể ảnh hưởng đến nhiều người trong chúng ta trong những tháng đầu tiên sau khi chuyến ra nước ngoài."
44627c44-cfb7-43a4-ae85-dccd5767890f,28,GRAMMAR,2,Celebration is a _____ condition to cultivate mutual understanding between people on both local and global scale. _____ Giaoandethitienganh.info _____,favorite,favoring,favour,favourable,D,"A. favorite /ˈfeɪvərɪt/ (a): ưa thích | C. favour /ˈfeɪvər/ (n): thiện ý, sự quý mến, sự đồng ý, sự thuận ý | D. favourable /ˈfeɪvərəbl/ (a): thuận lợi Căn cứ vào danh từ ""condition"" thì vị trí còn trống cần một tính từ. Xét về nghĩa thì đáp án đúng là | D. Tạm dịch: Lễ kỷ niệm là một điều kiện thuận lợi để trau dồi sự hiểu biết lẫn nhau giữa mọi người trên quy mô địa phương và toàn cầu."
c70e77dd-5ab0-4dd4-a39b-ae752a454085,1,VOCAB,2,"Changes in attitudes, family values, generational status can occur in both the majority and minority cultures as the two interact; however, _________ one culture dominates.",rarely,typically,specially,uncommonly,B,"A. rarely /ˈreəli/ (adv): hiếm khi | B. typically /ˈtɪpɪkli/ (adv): tiêu biểu | C. specially /ˈspeʃəli/ (adv): đặc biệt | D. uncommonly /ʌnˈkɒmənli/ (adv): không quen thuộc. Tạm dịch: Sự thay đổi trong thái độ, giá trị gia đình, tình trạng thế hệ có thể xảy ra ở cả dân tộc thiểu số khi cả hai tác động lẫn nhau, tuy nhiên, một dân tộc tiêu biểu sẽ vượt trội."
100cd2bd-2e6a-42db-9b21-8ed32783f54c,23,VOCAB,2,Chatting online is gradually replacing conventional _____ interaction.,eye-to-eye,face-to-face,mouth-to-mouth,heart-to-heart,B,"B. face-to-face /ˌfeɪs tə ˈfeɪs/ (a): trực tiếp | C. mouth-to-mouth /ˌhænd tə ˈmaʊθ/ (a): hà hơi ra đế tiếp sức sống | D. heart-to-heart /ˌhɑːt tə ˈhɑːt/ (a): thành thật, chân tình. Tạm dịch: Tán gẫu trên mạng đang dần dần thay thế sự tương tác trực tiếp truyền thống."
ad47f78d-81b8-4698-8ba2-27d904274355,9,VOCAB,2,___________ children get sick four times as often as children in permanent homes and also suffer from anxiety and depression at a higher rate than stably housed children.,Ill-educated,Homeless,Homely,Weak,B,B. Homeless /ˈhəʊmləs/ (a): vô gia cư. Tạm dịch: Trẻ em vô gia cư thường bị ốm nhiều gấp 4 lần so với trẻ em có nhà cửa ổn định.
724e97b7-9fc4-4018-9071-2c1a5cc37ed8,29,VOCAB,2,China became the third country in the world to be able to independently carry _____ out _____ space flights.,manned,mankind,man-made,mannered,A,"A. manned /mænd/ (a): có người lái | B. mankind /mæn'kaɪnd/ (n): nhân loại | C. man-made / mæn'meɪd/ (a): do con người làm, nhân tạo | D. mannered/'mænəd/ (a): kiểu cách, cầu kỳ (văn phong). Tạm dịch: Trung Quốc trở thành quốc gia thứ ba trên thế giới có khả năng độc lập tiến hành những chuyến bay có người lái vào không gian."
3eefac51-4fb5-4ceb-9760-087af86e37f8,16,GRAMMAR,2,China is the fourth largest and the most _____ country in the world.,populated,populous,population,populate,B,A. populated /ˈpɒpjuleɪtɪd/ (a): có người cư trú | B. populous /ˈpɒpjələs/ (a): đông dân | C. population /ˌpɒpjuˈleɪʃn/ (n): dân số | D. populate /ˈpɒpjuleɪt t/ (v): định cư. Tạm dịch: Trung Quốc là quốc gia lớn thứ tư và đông dân cư nhất thế giới.
82a962e4-e093-4b03-b09d-9d11383085f9,10,VOCAB,2,Chocolate and cakes cause our blood sugar to rise and give us a quick ___________.,boost,power,action,success,A,"A. boost /buːst/ (n): sự cải thiện, thúc đẩy | B. power /paʊər/ (n): năng lượng | C. action /ˈækʃən/ (n): hành động | D. success /səkˈses/ (n): thành công. Tạm dịch: Sô-cô-la và bánh ngọt làm tăng lượng đường trong máu và khiến ta hoạt động nhanh hơn."
cffc382a-8800-45a7-814f-5f3d930abd9b,14,VOCAB,2,Chopin was considered to be one of the greatest Romantic piano ___________ of the 19th century.,playwrights,writers,composers,poets,C,A. playwright (n): nhà soạn kịch | B. writer (n): tác giả | C. composer /kəm'pəʊzər/ (n): nhà soạn nhạc | D. poet (n): nhà thơ. Tạm dịch: Chopin được xem là một trong những nhà soạn nhạc piano vĩ đại nhất trong thế kỉ 19.
c6881186-da75-479d-9200-e484e07471eb,7,GRAMMAR,2,Clearing forests for timber has resulted _________ the loss of biodiversity.,with,at,in,for,C,Cấu trúc: result in: dẫn đến. Tạm dịch: Phá rừng dẫn đến sự mất cân bằng đa dạng hệ sinh thái.
ea63cb57-5222-4998-b38e-4d4208323fc5,4,VOCAB,2,"Climate change allows for infectious diseases to spread more easily; contributes to ___________ illnesses and death; has severe impact on water supplies, threatens food production and upsets ecological balance.",heat-insulated,heat-released,heat-related,heat-treated,C,"A. heat-insulated /ˌhiːt ˈɪnsjuleɪtɪd/ (a): được cách nhiệt | B. heat-released (v): được tỏa nhiệt | C. heat-related (a): liên quan đến nhiệt | D. heat-treated (a): được nhiệt luyện. Tạm dịch: Biến đổi khí hậu khiến cho các bệnh truyền nhiễm lây lan dễ dàng hơn; làm tăng các bệnh liên quan đến nhiệt và số người chết; gây ảnh hưởng nghiêm trọng đến nguồn cung cấp nước, đe dọa sản lượng lương thực và làm đảo lộn cân bằng sinh thái."
10c3f03d-a6e2-4dfb-b8fd-6a71fc11446d,6,VOCAB,2,Coal and oil are non-renewable ___________ sources.,engineer,energy,engineering,energetic,B,"A. engineer /ˌendʒɪˈnɪə(r)/(n): kỹ sư | B. energy /ˈenədʒi/(n): năng lượng | C. engineering /ˌendʒɪˈnɪərɪŋ/(n): nghề kỹ sư, công việc của kỹ sư | D. energetic /ˌenəˈdʒetɪk/(a): năng động. Tạm dịch: Than đá và dầu là nguồn năng lượng không thể tái tạo được."
3ea69119-6128-415b-ab01-aa37d563e01d,23,VOCAB,2,"Communication serves several critical roles in the lives of older adults, including maintaining a sense of identity and relieving loneliness, _____ and anxiety.",depressed,antidepressants,depression,depressive,C,"A. depressed /dɪ'prest/ (a): buồn, trầm cảm | B. antidepressants /ˌæntidɪˈpresnt/ (n): thuốc chống suy nhược | C. depression /dɪˈpreʃn/ (n): sự chán nản | D. depressive /dɪˈpresɪv/ (a): suy nhược, suy yếu. Tạm dịch: Giao tiếp đóng nhiều vai trò quan trọng trong cuộc sống của người lớn, bao gồm cả việc duy trì tính đồng nhất và làm giảm đi sự cô đơn, chán nản và lo âu."
db9cc323-3411-4a56-99e7-f572e02a9058,15,VOCAB,2,___________ comprises transport and accommodation advertised and sold together by a vendor known as a tour operator.,package holiday,holidaymaker,holiday camp,holiday packages,A,A. package holiday: kì nghỉ trọn gói | B. holidaymaker (n): người đi du lịch. Tạm dịch: Kì nghỉ trọn gói bao gồm sự đi lại và chỗ ở được quảng cáo và bán cùng nhau bởi một người rao bán được biết đến là nhà điều phối du lịch.
57aea453-8ac4-409a-afc3-9ddb1e3deec8,8,GRAMMAR,2,Conservation is the protection of the ___________ environment.,nature,natural,naturally,naturalize,B,A. nature /ˈneɪtʃə(r)/ (n): tự nhiên | B. natural /ˈnætʃrəl/ (a): (thuộc) tự nhiên | C. naturally (adv): một cách tự nhiên | D. naturalize (v): tự nhiên hóa. Căn cứ vào mạo từ 'the' và danh từ 'environment' ô trống ta cần một tính từ. Tạm dịch: Bảo tồn là sự bảo vệ môi trường tự nhiên.
6267265f-273a-4803-90a8-3184e9d2ecbe,9,VOCAB,2,Contact is ___________ connecting students with volunteer organizations abroad.,in place of,in charge of,in case of,in danger of,B,B. in charge of (sb/st): chịu trách nhiệm cho ai/cái gì. Tạm dịch: Liên lạc đảm nhiệm kết nối học sinh với các tổ chức tình nguyện quốc tế.
0cc71d0c-99b3-463b-a5b1-10335f284819,26,VOCAB,2,"Contrary to popular belief, politics can have _____ effects on sport and vice versa.",far-reaching,knock-on,run-down,hit-or-miss,B,"A. far-reaching /fa:'riitfii]/ (a): ảnh hưởng sâu rộng | B. knock-on /nnk'Dn/ (%): gây ảnh hưởng dây chuyên, gây hậu quả | C. run-down/rAn'daon/ (a): kiệt sức, tồi tàn (tòa nhà) | D. hit-or-miss /'hit or'mis/ (a): được chăng hay chớ. Tạm dịch: Trái với điều mọi người thường tin, chính trị có thể có ảnh hưởng xấu lên thể thao và ngược lại."
10a4487b-cb72-46fc-b8e9-b513ff8fc510,19,VOCAB,2,"Costa Rica is one of the most beautiful places I have ever visited. Wherever you go, you can see the _____ of volcanoes, some of which are still alive.",tops  crystal clear,heads  crystal clean,mouths  light blue,ends Question 29: Sri Lanka has some fantastic beaches - miles after miles of golden sand and  water.  navy blue,A,"A. top /tɒp/ (n): đỉnh | B. head /hed/ (n): đầu | C. mouth /maʊθ/ (n): miệng | D. end /end/ (n): đầu (dây), sự kết thúc, mục đích. Tạm dịch: Costa Rita là một trong những địa điểm đẹp nhất tôi từng ghé thăm. Bất cứ nơi nào bạn đi bạn đều có thế thấy được đỉnh của các ngọn núi lửa, một vài núi lửa thì vẫn đang hoạt động."
6d8e47e5-cf5e-4b2b-9080-dd2ffbf2e31e,2,VOCAB,2,"Could you stand ___________ for me and teach my English class tomorrow morning, John?",up,in,out,down,B,Cụm từ cố định: stand in for sb: thay thế tạm thời ai đó. Tạm dịch: Bạn có thể thay tôi đứng lớp tiếng Anh vào sáng ngày mai được không John?
42b3af1e-9bcc-4330-99a8-681364f6519d,5,VOCAB,2,Countries around the world have growing ___________ of trash because people are throwing out more trash than ever before.,mountains,hills,dumps,dunes,A,"A. mountain /ˈmaʊn.tən/ (n): núi, đống to, hàng đống | B. hill /hɪl/ (n): đồi | C. dump /dʌmp/ (n): đống rác | D. dune /dʒuːn/ (n): cồn cát, đụn cát. Tạm dịch: Hàng núi rác thải đang xuất hiện tại khắp các quốc gia trên thế giới vì con người đang xả rác nhiều hơn bao giờ hết."
edaaf829-be56-4a97-95b3-2028b7fa4200,1,VOCAB,2,Culture gives us a definite starting point when beginning to _________ for our roots.,find,look,search,seek,C,A. find /faɪnd/ (v): tìm kiếm | B. look /lʊk/ (v): nhìn | C. search /sɜːtʃ/ (+ for) (v): tìm kiếm | D. seek /siːk/ (v): tìm. Tạm dịch: Văn hóa cho chúng ta một điểm bắt đầu nhất định khi chúng ta bắt đầu tìm hiểu về nguồn gốc của mình.
bcfdda61-b73c-42e2-bbcf-04b49dd01715,1,VOCAB,2,Culture is the underlying _________ of traditions and beliefs that help a person relate to the world around them.,institution,foundation,organization,principle,B,"A. institution /ˌɪnstɪˈtjuːʃn/ (n): học viện | B. foundation /faʊnˈdeɪʃn/ (n): nền tảng | C. organization /ˌɔːɡənaɪˈzeɪʃn/ (n): tổ chức | D. principle /ˈprɪnsəpl/ (n): nguyên tắc. Tạm dịch: Văn hóa là nền tảng của truyền thống và đức tin, là thứ giúp con người liên kết với thế giới xung quanh họ."
cf9d5f7c-1c22-4324-a0ad-18d1364cee48,10,GRAMMAR,2,Daily exercise and weight control strongly influence your chances of staying ___________.,health,healthy,healthily,healthiness,B,"A. health /helθ/ (n): sức khỏe | B. healthy /ˈhelθi/ (a): tốt cho sức khỏe | C. healthily /ˈhelθili/ (adv): một cách khỏe mạnh | D. healthiness /ˈhelθinəs/ (n): sự khỏe mạnh. Căn cứ vào ""stay"" thì trong ô trống ta cần một tính từ (cấu trúc: stay +Adj). Tạm dịch: Tập thể dục hàng ngày và kiểm soát cân nặng ảnh hưởng lớn đến cơ hội sống khỏe mạnh của bạn."
a72ee43f-053e-4c8a-a4c5-e26b6e7ce9bf,11,GRAMMAR,2,Daniel inherited the whole legacy of his grandma when she _________ last week.,passed down,passed out,passed away,passed off,C,A. pass down: truyền lại | B. pass out: bất tỉnh | C. pass away: qua đời | D. pass off: xảy ra. Tạm dịch: Daniel đã thừa kế toàn bộ tài sản của bà ngoại khi bà ấy qua đời vào tuần trước.
02aa758b-cf7d-4bc0-9d62-025a50fe0802,29,VOCAB,2,Dark matter in the _____ is believed by some scientists to be a substance that is not readily observable because it does not directly refract light or energy.,universe,global,world,planet,A,A. universe /ˈjuːnɪvɜːs/ (n): vũ trụ | B. global /ˈɡləʊbl/ (a): toàn cầu | C. world /wɜːld/ (n): thế giới | D. planet /ˈplænɪt/ (n): hành tinh. Tạm dịch: Vấn đề bóng tối trong vũ trụ được tin bởi một số nhà khoa học là một chất không thể quan sát một cách dễ dàng do nó không trực tiếp khúc xạ lại ánh sáng hay năng lượng.
621272c9-72ae-4d3f-923c-f030a61bd14f,25,GRAMMAR,2,"_____ , data superhighway, multimedia - for those who have seen the future, the linking of computers, television and telephones will change our lives.",Cyberspace,Cyberattack,Cyberbully,Cyberbullying,A,"A. cyberspace /ˈsaɪbəspeɪs/ (n): mạng ảo | B. cyberattack /ˈsaɪbərətæk/ (n): việc tấn công trên mạng một cách trái phép | C. cyberbully /ˈsaɪbəbʊli/ (n): kẻ quấy rối trên mạng (đặc biệt là qua tin nhắn) | D. cyberbullying /ˈsaɪbəbʊliɪŋ/ (v-ing): việc quấy rối trên mạng. Tạm dịch: Mạng ảo, siêu dữ liệu, đa phương tiện ỉà những thứ dành cho chúng ta, những người nhìn thấy được tương lai, việc kết nối những chiếc máy tính, vô tuyến và điện thoại cùng với nhau sẽ thay đổi cuộc sống của chúng ta."
09e8209f-f529-4f50-8829-d7e07c17d722,11,GRAMMAR,2,"David Beckham is an English footballer who has played for Manchester United and Real Madrid, as well as _________ his country 100 times.",representation,representing,representative,representatives,B,"A. representation /,reprɪzen'teɪʃən/(n): sự đại diện | B. representating /reprɪ'zent/ (v): đại diện | C. representative /,reprɪ'zentətɪv/ (n): người đại diện | D. số nhiều của “representative”. Sau cụm as well as + Ving: cũng như làm gì. Tạm dịch: David Beckham là một cầu thủ người Anh, người đã chơi cho câu lạc bộ Manchester United và Real Madrid, cũng như đại diện cho đất nước của anh ấy 100 lần."
47647e73-471c-4792-9a3f-f2f8412e7834,11,VOCAB,2,"Despite all the obstacles, Mariah's determination to become a famous singer never _________.",fades,wavers,lessens,reduces,B,"A. fade /feid/ (v): mờ nhạt (màu sắc, âm thanh) | B. waver /'weivər/ (v): lung lay, giảm đi (sức mạnh, quyết tâm) | C. lessen /'lesən/ (v): giảm bớt (mức độ) | D. reduce /rɪ'dzu:s/ (v): giảm (số lượng). Tạm dịch: Mặc tất cả những trở ngại, quyết tâm trở thành một ca sĩ nổi tiếng của Mariah không bao giờ lung lay."
b99dab91-a29b-4131-9768-5e0f5d371669,12,GRAMMAR,2,"Despite my parents’ disagreement, I’m ___________ to drop out of university and establish my own business.",determined,confident,successful,hesitant,A,"A. determined /dɪ'tɜ:mɪnd/ (a): quyết tâm | B. confident (a): tự tin | C. successful (a): thành công | D. hesitant (a): do dự. Cấu trúc: drop out of: bỏ học. Tạm dịch: Mặc cho sự phản đối của bố mẹ, tôi vẫn quyết tâm bỏ học đại học và bắt đầu việc kinh doanh riêng."
0bfb74a6-0730-4b29-93ae-0a6af02461cf,20,VOCAB,2,"Despite Shawn's high working productivity as an accountant, his future career promotion is _____ certain.",by no means,to a great extent,at any rate,by all means,A,"A. by no means: không đời nào, không có nghĩa lý gì | B. to a great extent: ở một mức độ lớn hơn | C. at any rate: bất luận thế nào | D. by all means: bằng bất cứ giá nào. Tạm dịch: Mặc dù với tư cách là một kế toán Shawn làm việc với năng suất cao, nhưng không có nghĩa là anh ta sẽ thăng tiến trong tương lai."
328ecbb4-b429-4416-8250-d82f43781de0,15,VOCAB,2,Developments in technology mean we can now do banking transactions at our ___________.,recreation,leisure,entertainment,pursuits,B,A. recreation (n): trò tiêu khiển | B. leisure /'leʒər/ (n): thời gian rảnh. Tạm dịch: Sự phát triển công nghệ có nghĩa rằng chúng ta sẽ giao dịch ngân hàng trong thời gian rảnh của chúng ta.
